State,County,Population,"Population Speaking Spanish at Home
(Age 5+)",Hispanic/Latino,White Alone,Black/African American Alone,American Indian/Alaskan Native Alone,Asian Alone,Native Hawaiian/Pacific Islander Alone,Some Other Race Alone,Two or More Races,"Household Income
<$25k","Household Income
$25k-$50k","Household Income
$50k-$75k","Household Income
$75k-$100k","Household Income
$100k-$150k","Household Income
$150k-$250k","Household Income
$250k+",Median Household Income,No High School Degree,High School Degree,Some College,Undergraduate Degree,Post-Graduate Degree
Utah,Kane County,"8,008",8.3%,5.3%,93.3%,0.7%,1.7%,0.8%,0.2%,1.2%,2.2%,19.5%,27.8%,15.4%,11.9%,15.3%,8.8%,1.3%,"$54,374",7.1%,24.0%,32.3%,24.8%,11.8%
Utah,Morgan County,"12,520",4.2%,3.4%,95.9%,0.5%,0.4%,0.7%,0.2%,1.0%,1.4%,6.5%,12.2%,16.7%,13.1%,23.2%,17.9%,10.4%,"$102,977",2.4%,17.7%,27.4%,37.2%,15.3%
Utah,Wasatch County,"35,235",12.7%,14.2%,88.7%,0.7%,0.6%,1.0%,0.2%,6.7%,2.0%,8.6%,15.7%,17.1%,14.3%,21.7%,14.3%,8.3%,"$90,026",5.0%,20.4%,25.5%,36.7%,12.4%
Utah,Weber County,"262,927",13.4%,19.7%,82.8%,1.5%,0.8%,1.5%,0.3%,9.5%,3.5%,12.6%,18.3%,18.8%,16.9%,21.4%,9.7%,2.5%,"$75,543",9.7%,27.8%,28.6%,26.4%,7.4%
Vermont,Addison County,"36,699",2.2%,2.6%,93.2%,1.5%,0.3%,2.1%,0.1%,0.7%,2.2%,12.9%,20.3%,17.7%,14.4%,20.7%,10.6%,3.5%,"$73,820",6.8%,30.5%,16.7%,30.8%,15.2%
Vermont,Bennington County,"35,237",2.8%,2.5%,94.5%,1.3%,0.3%,1.4%,0.0%,0.5%,1.9%,18.2%,23.3%,18.1%,12.5%,15.0%,8.6%,4.2%,"$61,708",7.8%,29.3%,19.1%,29.4%,14.4%
Vermont,Caledonia County,"29,762",1.8%,2.0%,95.4%,0.9%,0.5%,1.0%,0.0%,0.4%,1.6%,19.6%,26.0%,18.7%,13.3%,14.5%,5.4%,2.5%,"$55,929",8.6%,36.1%,18.9%,25.0%,11.4%
Vermont,Chittenden County,"164,639",2.7%,2.8%,88.7%,2.7%,0.2%,5.2%,0.0%,0.5%,2.6%,15.3%,17.1%,15.3%,14.3%,20.2%,11.7%,6.0%,"$78,964",4.7%,18.0%,15.7%,40.8%,20.7%
Vermont,Franklin County,"49,609",1.3%,1.9%,94.2%,0.8%,1.0%,1.1%,0.0%,0.4%,2.5%,15.0%,18.0%,18.6%,15.0%,20.6%,10.4%,2.4%,"$72,807",8.7%,38.3%,18.6%,26.2%,8.1%
Vermont,Lamoille County,"25,420",1.8%,2.1%,95.3%,1.1%,0.4%,0.7%,0.0%,0.5%,2.0%,20.9%,19.0%,15.4%,14.4%,17.1%,9.1%,4.0%,"$66,297",7.2%,25.1%,19.6%,33.1%,15.1%
Vermont,Washington County,"58,336",1.7%,2.2%,95.2%,1.0%,0.3%,1.0%,0.0%,0.4%,2.1%,17.0%,20.0%,17.0%,14.2%,18.1%,10.0%,3.6%,"$69,058",6.3%,27.3%,16.4%,31.6%,18.6%
Vermont,Windham County,"41,763",2.7%,2.8%,93.6%,1.5%,0.3%,1.4%,0.1%,0.6%,2.4%,20.6%,22.9%,18.0%,12.8%,14.9%,7.1%,3.6%,"$58,970",6.4%,30.2%,17.5%,28.7%,17.2%
Vermont,Windsor County,"54,834",1.9%,2.0%,95.4%,1.0%,0.3%,1.0%,0.0%,0.4%,2.0%,18.1%,20.3%,19.4%,13.9%,16.2%,7.8%,4.3%,"$64,914",6.4%,30.0%,18.3%,29.1%,16.2%
Virginia,Albemarle County,"110,879",5.8%,6.3%,78.9%,9.4%,0.3%,5.7%,0.1%,2.7%,3.0%,12.4%,17.2%,15.3%,13.1%,17.6%,13.8%,10.6%,"$84,739",8.9%,15.7%,14.7%,33.7%,27.0%
Virginia,Alexandria city,"161,320",15.9%,17.3%,58.6%,22.4%,0.4%,6.6%,0.1%,7.6%,4.3%,10.2%,11.8%,13.5%,12.3%,19.4%,18.7%,14.1%,"$105,014",7.3%,10.8%,13.1%,35.8%,33.0%
Virginia,Amelia County,"13,204",0.5%,3.2%,75.4%,19.5%,0.5%,0.6%,0.0%,1.7%,2.2%,18.1%,20.0%,17.5%,12.3%,18.0%,12.7%,1.4%,"$67,021",16.3%,39.5%,20.4%,17.5%,6.2%
Virginia,Appomattox County,"16,005",2.6%,1.9%,77.8%,18.6%,0.3%,0.4%,0.0%,0.4%,2.5%,19.9%,21.5%,17.1%,14.4%,17.9%,7.0%,2.1%,"$62,556",15.6%,34.7%,20.8%,21.0%,7.9%
Virginia,Arlington County,"241,828",14.9%,16.4%,68.1%,9.4%,0.5%,11.1%,0.1%,6.3%,4.5%,8.3%,8.0%,10.9%,10.7%,20.1%,22.7%,19.4%,"$129,368",5.1%,8.6%,7.2%,38.5%,40.6%
Virginia,Augusta County,"75,953",2.3%,3.3%,91.6%,4.6%,0.2%,0.7%,0.0%,1.1%,1.8%,16.6%,20.3%,21.1%,14.7%,16.5%,8.7%,2.1%,"$65,479",13.5%,38.6%,17.5%,22.0%,8.4%
Virginia,Bedford County,"79,342",1.8%,2.6%,88.8%,7.1%,0.3%,1.3%,0.0%,0.6%,1.8%,16.1%,21.4%,18.2%,15.8%,17.7%,7.2%,3.5%,"$67,114",8.2%,33.8%,20.9%,25.9%,11.1%
Virginia,Botetourt County,"33,506",1.5%,2.2%,93.6%,3.3%,0.3%,0.9%,0.0%,0.4%,1.6%,14.0%,18.4%,17.2%,13.5%,20.2%,11.5%,5.2%,"$75,660",7.2%,32.4%,20.3%,29.1%,10.9%
Virginia,Brunswick County,"16,080",2.8%,2.7%,41.7%,54.1%,0.3%,1.2%,0.1%,1.2%,1.4%,29.5%,24.4%,19.1%,10.5%,11.9%,3.9%,0.8%,"$45,504",21.0%,37.8%,21.3%,14.5%,5.4%
Virginia,Charles City County,"6,948",2.4%,2.1%,44.0%,43.9%,6.8%,0.7%,0.1%,0.8%,3.8%,20.8%,17.9%,16.4%,14.4%,19.9%,6.9%,3.7%,"$67,247",21.2%,38.9%,20.2%,14.8%,4.9%
Virginia,Colonial Heights city,"17,279",7.1%,7.2%,71.0%,18.0%,0.6%,4.1%,0.1%,2.7%,3.5%,19.3%,25.5%,16.6%,12.9%,16.3%,6.7%,2.7%,"$57,905",9.1%,32.4%,25.7%,25.9%,6.9%
Virginia,Culpeper County,"53,289",12.5%,12.3%,73.8%,14.0%,0.5%,1.6%,0.1%,6.2%,3.8%,13.0%,16.5%,16.5%,13.7%,21.3%,14.1%,4.9%,"$82,356",14.6%,30.4%,22.3%,23.2%,9.5%
Virginia,Dickenson County,"14,048",1.4%,1.3%,97.9%,0.5%,0.2%,0.2%,0.0%,0.3%,0.9%,42.1%,26.5%,12.2%,7.8%,7.7%,2.4%,1.1%,"$30,640",24.0%,37.5%,19.4%,15.4%,3.6%
Virginia,Emporia city,"5,363",15.2%,7.3%,29.5%,63.4%,0.6%,1.0%,0.1%,3.5%,1.9%,37.8%,27.7%,12.0%,8.2%,9.6%,3.6%,1.3%,"$33,958",22.3%,36.0%,20.0%,18.6%,3.1%
Virginia,Essex County,"10,856",2.1%,4.3%,55.5%,37.7%,0.7%,1.2%,0.0%,1.8%,3.1%,20.6%,22.4%,22.9%,12.9%,14.5%,5.5%,1.2%,"$57,620",17.2%,38.0%,23.3%,17.1%,4.5%
Virginia,Fairfax County,"1,150,877",14.8%,17.0%,57.2%,10.2%,0.3%,20.5%,0.1%,6.6%,5.0%,7.0%,9.5%,10.3%,11.0%,19.9%,21.9%,20.3%,"$128,955",7.2%,13.2%,12.0%,36.8%,30.8%
Virginia,Falls Church city,"14,804",10.2%,12.0%,77.9%,4.5%,0.5%,9.7%,0.1%,2.7%,4.5%,4.8%,6.7%,9.9%,12.5%,19.0%,18.8%,28.4%,"$140,659",1.3%,5.5%,10.9%,39.1%,43.2%
Virginia,Floyd County,"15,730",3.5%,3.7%,94.5%,2.1%,0.2%,0.5%,0.0%,1.0%,1.7%,21.3%,25.3%,17.7%,12.8%,15.5%,6.0%,1.4%,"$54,855",14.3%,33.7%,20.0%,23.0%,9.0%
Virginia,Fluvanna County,"27,514",3.5%,4.0%,79.6%,14.9%,0.3%,0.9%,0.1%,1.3%,3.0%,10.8%,15.6%,17.0%,15.9%,20.3%,15.4%,5.1%,"$85,470",8.9%,24.3%,24.1%,27.2%,15.4%
Virginia,Franklin city,"7,970",9.5%,3.0%,37.3%,57.9%,0.4%,1.0%,0.1%,1.2%,2.2%,28.2%,27.3%,14.7%,9.2%,11.0%,7.7%,1.9%,"$44,641",17.1%,30.7%,20.9%,23.4%,7.9%
Virginia,Giles County,"16,674",3.0%,2.2%,95.5%,1.5%,0.2%,0.7%,0.0%,0.6%,1.5%,19.7%,23.5%,24.3%,14.4%,11.9%,4.6%,1.6%,"$56,967",11.6%,37.7%,24.4%,19.4%,7.0%
Virginia,Gloucester County,"37,328",4.3%,4.3%,86.6%,7.8%,0.5%,0.9%,0.1%,0.9%,3.2%,12.8%,17.1%,19.0%,15.1%,20.0%,12.3%,3.8%,"$76,917",10.8%,33.4%,23.5%,22.8%,9.5%
Virginia,Goochland County,"24,102",2.3%,3.4%,79.7%,15.0%,0.3%,1.7%,0.1%,1.2%,2.0%,11.0%,12.8%,13.1%,12.3%,20.6%,17.3%,13.0%,"$102,070",9.0%,25.8%,17.9%,33.2%,14.1%
Virginia,Greene County,"20,120",7.2%,6.9%,84.0%,6.9%,0.3%,2.0%,0.1%,3.4%,3.3%,12.1%,17.7%,19.7%,15.8%,19.4%,12.7%,2.6%,"$75,735",13.3%,30.9%,21.2%,21.4%,13.1%
Virginia,Hampton city,"134,581",5.0%,6.7%,39.2%,50.9%,0.5%,2.4%,0.1%,1.9%,5.0%,20.0%,22.3%,21.0%,13.6%,13.7%,7.2%,2.2%,"$59,161",7.3%,29.2%,23.5%,28.7%,11.1%
Virginia,Highland County,"2,196",0.7%,1.3%,96.9%,1.0%,0.3%,0.7%,0.0%,0.8%,0.4%,22.7%,28.5%,18.2%,12.3%,11.5%,3.3%,3.4%,"$48,935",12.7%,36.0%,23.3%,18.2%,9.8%
Virginia,Isle of Wight County,"37,605",4.6%,3.9%,71.9%,22.7%,0.5%,1.0%,0.1%,1.0%,2.8%,14.9%,17.4%,15.6%,12.4%,20.9%,14.0%,4.7%,"$79,189",12.5%,27.1%,22.2%,26.3%,11.9%
Virginia,King George County,"26,955",5.2%,6.6%,76.8%,15.2%,0.7%,1.6%,0.1%,1.4%,4.2%,7.1%,14.4%,15.3%,15.3%,21.7%,19.0%,7.2%,"$96,545",6.4%,28.1%,22.2%,30.5%,12.8%
Virginia,Loudoun County,"426,954",12.3%,14.6%,60.2%,7.7%,0.3%,21.0%,0.1%,5.8%,5.0%,4.2%,8.1%,9.6%,9.3%,19.1%,24.8%,24.9%,"$149,148",6.1%,11.7%,14.3%,41.2%,26.7%
Virginia,Louisa County,"38,077",4.4%,3.5%,80.0%,15.1%,0.6%,0.7%,0.1%,1.0%,2.6%,17.6%,20.9%,18.0%,14.9%,17.1%,8.0%,3.5%,"$66,037",15.7%,34.1%,19.3%,22.1%,8.8%
Virginia,Lynchburg city,"82,663",6.4%,5.0%,64.2%,27.6%,0.4%,3.0%,0.1%,1.9%,2.8%,23.9%,29.5%,16.0%,11.7%,10.7%,6.5%,1.6%,"$46,260",9.1%,25.4%,19.8%,29.6%,16.2%
Virginia,Manassas city,"41,517",30.8%,40.4%,55.3%,14.2%,0.6%,6.1%,0.2%,18.6%,5.0%,10.3%,16.1%,18.3%,15.3%,19.7%,15.0%,5.3%,"$83,754",16.9%,26.7%,18.5%,26.8%,11.1%
Virginia,Martinsville city,"12,461",8.1%,6.9%,44.7%,47.0%,0.4%,1.1%,0.0%,3.5%,3.4%,34.6%,27.0%,14.7%,8.6%,8.1%,4.5%,2.5%,"$35,958",17.1%,31.5%,20.4%,23.7%,7.3%
Virginia,Mathews County,"8,768",4.2%,3.4%,86.6%,8.3%,0.3%,1.2%,0.1%,1.0%,2.5%,17.0%,18.4%,14.0%,14.0%,19.6%,7.9%,9.2%,"$76,151",9.4%,32.1%,24.0%,24.3%,10.1%
Virginia,Middlesex County,"10,572",4.4%,3.3%,78.5%,16.4%,0.6%,0.5%,0.0%,1.1%,2.9%,22.4%,22.5%,19.2%,12.2%,14.2%,7.1%,2.6%,"$56,747",13.8%,32.5%,23.5%,21.8%,8.4%
Virginia,Montgomery County,"99,539",3.3%,3.7%,84.7%,4.2%,0.3%,6.8%,0.1%,1.0%,3.0%,26.8%,17.6%,18.5%,12.0%,11.9%,9.1%,4.1%,"$57,550",8.0%,21.2%,20.8%,27.0%,23.0%
Virginia,New Kent County,"23,875",2.1%,4.3%,80.0%,13.5%,1.2%,1.3%,0.1%,1.0%,3.0%,9.0%,14.8%,17.7%,14.6%,21.1%,17.0%,5.7%,"$89,529",7.2%,33.3%,23.8%,25.1%,10.8%
Virginia,Northumberland County,"11,998",2.4%,4.2%,70.3%,24.8%,0.2%,0.5%,0.1%,2.1%,2.1%,18.3%,20.5%,16.6%,13.5%,17.7%,9.4%,4.0%,"$66,871",9.4%,32.5%,21.5%,25.5%,11.0%
Virginia,Nottoway County,"15,188",4.6%,5.2%,54.9%,38.7%,0.6%,0.8%,0.0%,2.8%,2.2%,25.6%,26.9%,18.2%,10.8%,13.3%,4.0%,1.2%,"$47,652",21.5%,38.5%,21.0%,14.8%,4.3%
Virginia,Page County,"23,906",2.2%,2.5%,94.6%,2.1%,0.3%,0.5%,0.0%,0.8%,1.7%,21.3%,25.6%,19.4%,12.5%,14.0%,5.7%,1.6%,"$54,003",18.4%,44.5%,18.3%,14.0%,4.8%
Virginia,Powhatan County,"30,091",4.1%,2.7%,87.3%,9.1%,0.4%,0.7%,0.2%,0.8%,1.5%,7.6%,12.5%,16.6%,16.5%,24.2%,15.4%,7.2%,"$95,121",9.4%,30.1%,23.1%,29.2%,8.2%
Virginia,Rappahannock County,"7,377",4.7%,4.3%,91.3%,4.3%,0.4%,0.9%,0.1%,0.6%,2.4%,16.5%,16.7%,18.7%,11.8%,15.9%,13.5%,6.9%,"$72,526",11.0%,28.9%,20.4%,26.0%,13.8%
Virginia,Russell County,"26,322",1.7%,1.6%,96.9%,1.0%,0.3%,0.2%,0.0%,0.7%,0.9%,33.4%,25.7%,16.9%,10.4%,10.3%,2.6%,0.7%,"$40,922",20.3%,36.4%,19.7%,19.7%,3.9%
Virginia,Scott County,"21,452",1.3%,1.7%,96.9%,0.9%,0.2%,0.2%,0.1%,0.6%,1.1%,31.9%,27.4%,15.7%,10.9%,10.0%,3.5%,0.6%,"$41,593",18.6%,37.4%,21.5%,17.6%,4.8%
Virginia,Shenandoah County,"43,618",7.6%,7.9%,89.8%,2.7%,0.3%,1.3%,0.0%,3.6%,2.2%,18.8%,21.9%,19.1%,15.2%,15.8%,7.4%,1.9%,"$62,233",13.0%,38.2%,21.0%,21.2%,6.5%
Virginia,Spotsylvania County,"138,230",8.8%,11.3%,70.9%,16.7%,0.3%,2.9%,0.1%,4.6%,4.4%,9.1%,12.5%,16.1%,14.4%,22.3%,17.9%,7.6%,"$96,274",9.0%,29.4%,23.0%,25.6%,13.0%
Virginia,Stafford County,"156,134",10.7%,15.2%,65.4%,19.4%,0.5%,3.8%,0.2%,5.1%,5.6%,6.0%,10.9%,13.2%,12.5%,23.0%,22.2%,12.2%,"$116,667",6.7%,23.5%,20.5%,33.3%,16.0%
Virginia,Staunton city,"25,186",6.9%,3.7%,81.9%,11.2%,0.4%,1.7%,0.1%,1.2%,3.6%,20.8%,25.2%,17.6%,12.6%,15.1%,5.7%,2.9%,"$55,594",10.6%,29.8%,18.7%,26.0%,15.0%
Virginia,Warren County,"40,394",4.2%,5.4%,89.0%,4.7%,0.5%,1.4%,0.0%,1.5%,2.9%,13.0%,18.7%,18.2%,14.1%,19.7%,13.0%,3.3%,"$75,190",13.6%,36.1%,21.6%,22.1%,6.5%
Virginia,Winchester city,"28,301",15.8%,19.7%,70.7%,10.8%,0.4%,2.5%,0.0%,11.1%,4.4%,14.6%,25.4%,18.6%,12.6%,14.3%,9.0%,5.4%,"$63,393",16.7%,25.2%,17.1%,26.1%,14.9%
Virginia,Wythe County,"28,515",4.3%,1.6%,93.9%,2.8%,0.3%,0.7%,0.0%,0.6%,1.7%,25.0%,23.9%,19.0%,13.3%,12.7%,4.8%,1.3%,"$51,499",13.7%,38.6%,19.0%,21.5%,7.2%
Washington,Benton County,"208,914",17.5%,23.8%,77.9%,1.7%,0.9%,3.2%,0.2%,11.5%,4.7%,13.7%,19.3%,18.8%,13.4%,17.6%,12.1%,5.0%,"$72,519",10.3%,25.7%,24.0%,27.9%,12.1%
Washington,Chelan County,"78,729",25.7%,29.6%,75.8%,0.7%,1.1%,1.1%,0.2%,17.9%,3.2%,16.6%,23.6%,20.9%,11.7%,13.9%,9.6%,3.7%,"$61,790",16.9%,27.5%,18.8%,26.1%,10.7%
Washington,Clallam County,"78,293",5.8%,7.0%,84.8%,1.1%,5.1%,2.0%,0.2%,2.4%,4.5%,20.9%,21.4%,17.2%,13.9%,14.8%,8.7%,3.1%,"$61,183",7.0%,24.8%,28.8%,27.6%,11.8%
Washington,Clark County,"500,699",7.2%,11.0%,81.7%,2.2%,1.0%,5.0%,0.9%,4.2%,5.0%,11.1%,17.4%,17.1%,13.8%,20.5%,14.6%,5.6%,"$83,120",6.9%,24.0%,26.4%,32.1%,10.6%
Washington,Ferry County,"7,750",1.8%,5.6%,73.6%,0.9%,16.6%,0.9%,0.4%,1.9%,5.7%,29.7%,27.0%,15.3%,10.7%,9.8%,6.5%,1.1%,"$44,066",13.9%,34.5%,25.0%,20.4%,6.2%
Washington,Grant County,"99,954",34.9%,44.1%,69.1%,1.3%,1.2%,1.0%,0.1%,23.4%,3.9%,20.9%,24.1%,17.3%,14.3%,15.2%,6.7%,1.5%,"$57,304",23.7%,26.6%,24.6%,19.8%,5.3%
Washington,Island County,"86,704",5.5%,9.2%,82.3%,3.2%,0.9%,5.1%,0.5%,2.4%,5.6%,13.4%,17.8%,20.7%,15.0%,17.2%,10.9%,5.1%,"$72,762",4.6%,21.2%,28.8%,31.4%,14.1%
Washington,Kitsap County,"275,742",5.0%,8.7%,79.8%,3.1%,1.7%,5.5%,1.0%,2.1%,7.0%,12.1%,15.8%,16.1%,14.3%,21.6%,13.6%,6.6%,"$85,534",5.1%,21.7%,28.3%,33.2%,11.7%
Washington,Kittitas County,"48,854",8.3%,9.6%,86.7%,1.2%,1.1%,2.2%,0.2%,4.6%,4.0%,21.7%,19.3%,18.2%,14.0%,16.1%,8.1%,2.6%,"$62,345",7.9%,23.5%,26.3%,30.4%,11.9%
Washington,Mason County,"67,820",7.0%,11.4%,83.2%,1.5%,3.9%,1.3%,0.4%,4.8%,4.9%,18.0%,21.2%,18.7%,14.7%,17.0%,8.2%,2.2%,"$64,440",12.3%,30.7%,26.9%,24.0%,6.2%
Washington,Pacific County,"22,647",9.1%,10.6%,84.6%,1.1%,2.5%,1.9%,0.2%,5.8%,4.0%,25.1%,25.3%,18.4%,12.3%,12.8%,5.2%,0.9%,"$49,578",11.9%,30.1%,29.9%,21.8%,6.3%
Washington,Stevens County,"46,384",1.9%,4.3%,88.0%,0.5%,5.7%,0.8%,0.2%,0.9%,3.8%,22.7%,23.4%,19.5%,12.9%,12.3%,7.3%,1.9%,"$54,969",9.4%,34.5%,27.3%,21.9%,6.9%
Washington,Walla Walla County,"61,858",18.0%,22.5%,81.7%,2.2%,1.1%,1.8%,0.4%,9.1%,3.7%,17.5%,21.9%,18.0%,13.8%,16.4%,9.2%,3.2%,"$64,732",12.2%,20.6%,26.1%,30.2%,11.0%
Washington,Whitman County,"51,081",7.3%,7.4%,81.0%,2.5%,0.8%,8.5%,0.3%,2.3%,4.7%,32.0%,20.7%,15.9%,10.6%,12.4%,6.0%,2.4%,"$46,284",4.7%,16.1%,19.8%,35.4%,24.1%
West Virginia,Braxton County,"13,811",0.8%,0.9%,97.2%,0.7%,0.5%,0.3%,0.0%,0.1%,1.3%,28.8%,24.6%,18.5%,10.0%,13.7%,3.9%,0.5%,"$45,894",18.9%,47.5%,12.7%,16.4%,4.5%
West Virginia,Cabell County,"90,518",2.0%,1.6%,90.7%,4.8%,0.2%,1.4%,0.0%,0.3%,2.6%,32.6%,24.3%,17.2%,8.8%,9.0%,5.8%,2.2%,"$41,854",10.5%,32.3%,21.7%,23.3%,12.2%
West Virginia,Fayette County,"41,593",1.4%,1.4%,93.0%,4.4%,0.3%,0.3%,0.0%,0.3%,1.8%,29.1%,27.6%,19.7%,10.2%,9.1%,3.5%,0.9%,"$43,431",17.1%,42.9%,16.9%,18.6%,4.5%
West Virginia,Hardy County,"13,739",5.1%,5.4%,91.4%,3.4%,0.2%,0.7%,0.0%,2.3%,1.9%,15.1%,30.7%,19.1%,14.6%,15.0%,3.9%,1.7%,"$55,575",19.3%,46.4%,13.4%,14.9%,6.0%
West Virginia,Jackson County,"28,376",2.7%,1.1%,97.0%,0.7%,0.3%,0.3%,0.0%,0.3%,1.3%,26.3%,24.9%,16.4%,11.5%,13.8%,4.8%,2.4%,"$48,784",12.2%,43.9%,17.0%,20.6%,6.3%
West Virginia,Kanawha County,"174,670",2.4%,1.3%,87.9%,7.7%,0.1%,1.1%,0.0%,0.3%,2.8%,28.1%,27.3%,16.4%,8.9%,10.9%,5.3%,3.1%,"$44,622",11.0%,35.0%,21.0%,22.0%,10.9%
West Virginia,Logan County,"31,131",1.4%,1.3%,96.4%,1.9%,0.1%,0.3%,0.0%,0.2%,1.1%,32.1%,26.0%,17.1%,10.7%,9.9%,3.3%,1.0%,"$40,332",19.1%,43.9%,19.6%,12.9%,4.4%
West Virginia,Pocahontas County,"8,109",1.5%,2.0%,96.1%,1.4%,0.3%,0.3%,0.0%,0.5%,1.5%,27.3%,30.4%,17.5%,10.4%,9.4%,4.3%,0.7%,"$42,962",15.1%,47.3%,14.2%,17.6%,5.7%
West Virginia,Raleigh County,"72,044",3.2%,1.9%,88.1%,7.9%,0.3%,0.9%,0.0%,0.5%,2.3%,32.2%,23.0%,16.6%,9.5%,13.5%,3.8%,1.4%,"$43,977",13.0%,38.7%,22.3%,18.3%,7.7%
West Virginia,Randolph County,"28,516",1.0%,1.3%,95.7%,1.9%,0.3%,0.5%,0.0%,0.2%,1.3%,29.5%,27.0%,18.3%,9.5%,9.6%,3.6%,2.6%,"$43,051",15.6%,48.3%,13.9%,15.0%,7.2%
West Virginia,Taylor County,"16,588",1.5%,1.3%,96.4%,1.2%,0.3%,0.6%,0.0%,0.2%,1.3%,24.9%,23.9%,18.4%,13.2%,12.8%,5.3%,1.4%,"$51,647",11.1%,45.9%,18.4%,19.9%,4.7%
West Virginia,Wetzel County,"14,790",0.6%,1.2%,97.3%,0.5%,0.2%,0.4%,0.0%,0.3%,1.3%,26.2%,27.6%,16.7%,11.5%,12.1%,5.4%,0.6%,"$46,396",13.5%,50.6%,16.9%,14.6%,4.4%
Wisconsin,Adams County,"20,209",4.3%,4.4%,92.0%,3.1%,1.1%,0.6%,0.0%,1.5%,1.7%,23.4%,29.5%,19.2%,12.4%,10.1%,3.8%,1.5%,"$47,412",12.9%,42.7%,23.7%,16.6%,4.1%
Wisconsin,Ashland County,"15,489",2.7%,3.5%,83.1%,0.5%,11.4%,0.6%,0.0%,0.6%,3.8%,25.4%,26.4%,19.3%,12.2%,11.4%,3.8%,1.4%,"$48,093",7.9%,35.5%,22.2%,26.6%,7.7%
Wisconsin,Burnett County,"15,455",2.1%,2.4%,91.0%,0.9%,4.2%,0.5%,0.0%,0.8%,2.6%,20.0%,23.8%,21.0%,14.1%,14.1%,5.0%,1.9%,"$57,310",6.9%,37.8%,24.0%,25.0%,6.3%
Wisconsin,Chippewa County,"65,108",4.1%,2.1%,94.2%,1.8%,0.6%,1.5%,0.0%,0.5%,1.4%,15.8%,23.1%,18.9%,14.8%,17.5%,7.7%,2.1%,"$64,610",7.5%,36.3%,20.3%,29.9%,6.0%
Wisconsin,Clark County,"34,854",3.9%,5.4%,93.9%,0.6%,0.6%,0.6%,0.0%,3.2%,1.1%,17.4%,26.0%,20.4%,14.6%,14.4%,5.5%,1.7%,"$58,050",18.0%,41.6%,18.8%,18.3%,3.3%
Wisconsin,Columbia County,"57,745",4.8%,3.9%,93.9%,1.8%,0.7%,0.8%,0.1%,1.2%,1.5%,13.1%,19.6%,18.2%,15.4%,19.9%,10.4%,3.3%,"$73,727",7.1%,33.8%,23.0%,29.3%,6.8%
Wisconsin,Dane County,"555,017",6.6%,6.8%,81.5%,5.4%,0.4%,6.8%,0.0%,2.8%,3.1%,12.1%,18.1%,17.2%,13.8%,19.3%,13.1%,6.4%,"$79,730",4.5%,17.7%,16.9%,39.8%,21.0%
Wisconsin,Dodge County,"87,787",3.8%,5.4%,91.9%,3.4%,0.5%,0.7%,0.1%,2.0%,1.4%,15.1%,24.0%,17.6%,17.7%,18.0%,5.6%,2.0%,"$65,546",8.9%,41.4%,21.7%,23.3%,4.6%
Wisconsin,Dunn County,"45,726",4.3%,2.2%,93.2%,0.9%,0.5%,3.0%,0.1%,0.8%,1.6%,17.1%,22.5%,18.9%,14.6%,17.1%,7.9%,1.9%,"$63,741",6.4%,34.0%,19.8%,29.8%,9.9%
Wisconsin,Forest County,"8,987",3.6%,2.7%,78.4%,1.4%,15.3%,0.5%,0.1%,0.6%,3.6%,23.4%,27.4%,20.6%,12.9%,10.5%,3.9%,1.4%,"$49,295",11.4%,38.5%,23.4%,21.2%,5.5%
Wisconsin,Green County,"36,979",2.8%,3.3%,95.1%,0.8%,0.3%,0.6%,0.1%,1.6%,1.5%,14.2%,21.6%,17.5%,14.6%,19.0%,10.2%,2.9%,"$70,320",7.6%,35.9%,21.3%,27.7%,7.5%
Wisconsin,Iowa County,"23,687",6.5%,2.1%,95.9%,0.9%,0.3%,0.9%,0.1%,0.6%,1.4%,13.8%,19.8%,19.4%,14.0%,19.1%,10.6%,3.3%,"$71,128",5.2%,35.0%,22.8%,28.4%,8.6%
Wisconsin,Juneau County,"26,758",2.9%,3.2%,93.0%,2.5%,1.4%,0.6%,0.1%,0.9%,1.7%,19.5%,24.1%,20.6%,14.5%,14.5%,4.7%,2.1%,"$57,789",12.0%,41.7%,22.9%,19.4%,4.0%
Wisconsin,Lincoln County,"27,433",2.8%,2.0%,95.6%,1.0%,0.6%,0.5%,0.0%,0.7%,1.6%,16.6%,23.1%,18.5%,14.8%,18.3%,7.1%,1.7%,"$63,924",8.7%,38.5%,22.4%,24.8%,5.6%
Wisconsin,Manitowoc County,"78,683",4.8%,4.6%,91.5%,1.2%,0.7%,2.8%,0.0%,1.9%,1.9%,18.0%,25.9%,19.9%,14.4%,14.3%,6.0%,1.4%,"$57,572",8.5%,37.9%,21.2%,26.6%,5.8%
Wisconsin,Marquette County,"15,702",3.7%,4.2%,94.7%,0.7%,0.9%,0.8%,0.0%,1.3%,1.7%,19.1%,27.2%,20.9%,13.7%,13.5%,4.7%,0.9%,"$54,413",11.7%,41.7%,22.2%,20.5%,4.0%
Wisconsin,Oconto County,"38,065",2.2%,2.1%,95.3%,0.5%,1.5%,0.5%,0.0%,0.8%,1.4%,16.1%,23.0%,19.9%,14.5%,17.1%,7.4%,1.8%,"$63,618",9.7%,43.2%,20.1%,22.4%,4.6%
